Sale_ID,Sale_Date,Customer_ID,Product_ID,Product_Category,Store_ID,Region,Quantity_Sold,Unit_Price,Payment_Method,Returned,Total_Sale_Amount
T00301,10/15/2024,C0118,P0010,Grocery,S001,East,3,200.59,UPI,No,601.77
T00302,10/3/2024,C0003,P0019,Clothing,S008,West,8,200.59,Credit Card,Yes,1604.72
T00303,10/30/2024,C0123,P0046,Grocery,S004,West,3,200.59,UPI,No,601.77
T00304,5/14/2024,C0050,P0034,Home,S003,East,4,200.59,Cash,No,802.36
T00305,7/13/2024,C0012,P0033,Grocery,S007,North,8,200.59,Net Banking,No,1604.72
T00306,5/7/2024,C0193,P0023,Electronics,S003,East,1,200.59,Net Banking,No,200.59
T00307,2/2/2024,C0054,P0028,Electronics,S008,South,6,200.59,Net Banking,No,1203.54
T00308,6/24/2024,C0133,P0032,Toys,S006,East,1,200.59,Cash,Yes,200.59
T00309,1/22/2024,C0057,P0050,Toys,S005,South,1,200.59,UPI,No,200.59
T00310,8/25/2024,C0145,P0007,Home,S004,West,8,200.59,UPI,No,1604.72
T00311,6/6/2024,C0112,P0029,Clothing,S008,North,4,200.59,Credit Card,No,802.36
T00312,2/7/2024,C0047,P0008,Grocery,S008,West,1,200.59,UPI,No,200.59
T00313,8/17/2024,C0151,P0001,Home,S001,South,7,200.59,Credit Card,No,1404.13
T00314,12/30/2024,C0085,P0003,Toys,S009,South,5,200.59,Cash,No,1002.95
T00315,2/20/2024,C0142,P0024,Grocery,S005,South,5,200.59,Net Banking,No,1002.95
T00316,9/20/2024,C0066,P0023,Toys,S004,North,1,200.59,Net Banking,No,200.59
T00317,10/9/2024,C0075,P0008,Grocery,S006,East,6,200.59,Net Banking,No,1203.54
T00318,1/27/2024,C0179,P0047,Clothing,S006,West,9,200.59,UPI,No,1805.31
T00319,8/13/2024,C0103,P0037,Home,S002,West,9,200.59,Credit Card,No,1805.31
T00320,10/3/2024,C0166,P0003,Grocery,S008,East,8,200.59,Credit Card,No,1604.72
T00321,10/12/2024,C0192,P0033,Electronics,S007,West,5,200.59,Cash,No,1002.95
T00322,4/6/2024,C0038,P0028,Electronics,S001,North,1,200.59,UPI,Yes,200.59
T00323,10/10/2024,C0050,P0047,Grocery,S005,West,9,200.59,Cash,No,1805.31
T00324,11/12/2024,C0098,P0008,Grocery,S006,South,1,200.59,Credit Card,No,200.59
T00325,10/30/2024,C0082,P0034,Grocery,S004,East,8,200.59,Credit Card,No,1604.72
T00326,5/26/2024,C0030,P0035,Electronics,S002,North,5,200.59,Net Banking,No,1002.95
T00327,1/4/2024,C0079,P0032,Electronics,S004,East,3,200.59,UPI,No,601.77
T00328,2/4/2024,C0091,P0024,Grocery,S001,North,7,200.59,Credit Card,No,1404.13
T00329,7/10/2024,C0179,P0014,Toys,S007,South,7,200.59,Net Banking,No,1404.13
T00330,2/18/2024,C0191,P0032,Toys,S002,East,9,200.59,UPI,No,1805.31
T00331,1/17/2024,C0052,P0046,Clothing,S002,West,7,200.59,Cash,No,1404.13
T00332,6/20/2024,C0166,P0043,Home,S009,North,3,200.59,UPI,No,601.77
T00333,8/7/2024,C0079,P0016,Toys,S005,East,1,200.59,UPI,No,200.59
T00334,6/6/2024,C0030,P0004,Electronics,S002,West,8,200.59,Credit Card,No,1604.72
T00335,2/15/2024,C0106,P0037,Toys,S009,East,3,200.59,Credit Card,No,601.77
T00336,1/6/2024,C0051,P0021,Clothing,S009,East,8,200.59,UPI,No,1604.72
T00337,4/8/2024,C0081,P0014,Clothing,S001,East,8,200.59,Credit Card,No,1604.72
T00338,8/20/2024,C0133,P0031,Home,S003,North,5,200.59,Credit Card,No,1002.95
T00339,2/6/2024,C0029,P0048,Toys,S004,West,1,200.59,Credit Card,No,200.59
T00340,10/6/2024,C0132,P0018,Electronics,S007,South,7,200.59,Net Banking,No,1404.13
T00341,12/14/2024,C0138,P0007,Electronics,S010,North,5,200.59,Net Banking,Yes,1002.95
T00342,10/28/2024,C0184,P0010,Grocery,S004,North,8,200.59,UPI,Yes,1604.72
T00343,6/29/2024,C0145,P0007,Electronics,S002,North,9,200.59,Credit Card,No,1805.31
T00344,4/4/2024,C0074,P0033,Home,S007,South,7,200.59,Net Banking,No,1404.13
T00345,4/8/2024,C0017,P0023,Home,S006,West,7,200.59,UPI,Yes,1404.13
T00346,7/6/2024,C0084,P0021,Electronics,S003,West,1,200.59,Credit Card,No,200.59
T00347,4/25/2024,C0069,P0019,Electronics,S006,West,4,200.59,Cash,No,802.36
T00348,7/9/2024,C0034,P0048,Grocery,S006,East,2,200.59,Credit Card,No,401.18
T00349,9/9/2024,C0006,P0019,Electronics,S005,East,2,200.59,Credit Card,No,401.18
T00350,6/9/2024,C0053,P0036,Grocery,S004,East,2,200.59,Net Banking,Yes,401.18
T00351,9/12/2024,C0194,P0029,Grocery,S010,South,4,200.59,UPI,No,802.36
T00352,11/18/2024,C0126,P0018,Electronics,S001,East,1,200.59,UPI,No,200.59
T00353,5/7/2024,C0043,P0002,Clothing,S010,South,4,200.59,Net Banking,No,802.36
T00354,1/18/2024,C0115,P0001,Clothing,S006,West,2,200.59,Credit Card,No,401.18
T00355,10/7/2024,C0111,P0047,Grocery,S002,East,5,200.59,Cash,No,1002.95
T00356,8/10/2024,C0151,P0005,Electronics,S003,East,3,200.59,Credit Card,No,601.77
T00357,2/23/2024,C0183,P0020,Clothing,S008,North,8,200.59,Credit Card,No,1604.72
T00358,2/27/2024,C0080,P0011,Electronics,S010,South,4,200.59,Cash,No,802.36
T00359,11/18/2024,C0095,P0042,Electronics,S006,West,1,200.59,Net Banking,No,200.59
T00360,12/25/2024,C0118,P0002,Electronics,S003,North,1,200.59,UPI,No,200.59
T00361,6/22/2024,C0144,P0003,Toys,S007,North,3,200.59,Net Banking,No,601.77
T00362,10/6/2024,C0008,P0023,Electronics,S004,West,9,200.59,Net Banking,No,1805.31
T00363,4/23/2024,C0132,P0012,Toys,S009,North,7,200.59,Credit Card,No,1404.13
T00364,10/14/2024,C0104,P0020,Grocery,S005,South,2,200.59,UPI,No,401.18
T00365,12/7/2024,C0132,P0005,Clothing,S003,South,9,200.59,UPI,No,1805.31
T00366,5/30/2024,C0184,P0037,Clothing,S002,East,2,200.59,Net Banking,No,401.18
T00367,5/6/2024,C0025,P0038,Clothing,S002,North,3,200.59,Cash,No,601.77
T00368,6/3/2024,C0195,P0030,Clothing,S003,East,2,200.59,Net Banking,No,401.18
T00369,9/29/2024,C0096,P0009,Clothing,S002,North,3,200.59,Cash,No,601.77
T00370,4/13/2024,C0195,P0034,Clothing,S004,South,6,200.59,UPI,No,1203.54
T00371,10/25/2024,C0155,P0044,Clothing,S002,South,9,200.59,Net Banking,Yes,1805.31
T00372,9/2/2024,C0093,P0035,Grocery,S010,South,9,200.59,Credit Card,No,1805.31
T00373,6/24/2024,C0160,P0022,Electronics,S009,North,7,200.59,Net Banking,No,1404.13
T00374,2/8/2024,C0178,P0044,Home,S002,South,3,200.59,UPI,No,601.77
T00375,6/18/2024,C0061,P0024,Toys,S009,North,4,200.59,Credit Card,No,802.36
T00376,9/3/2024,C0122,P0017,Home,S006,East,6,200.59,Credit Card,No,1203.54
T00377,1/26/2024,C0051,P0010,Home,S001,North,5,200.59,Cash,No,1002.95
T00378,12/20/2024,C0147,P0030,Electronics,S004,East,2,200.59,Credit Card,No,401.18
T00379,11/1/2024,C0021,P0046,Electronics,S001,North,6,200.59,Credit Card,No,1203.54
T00380,1/13/2024,C0005,P0023,Electronics,S006,East,3,200.59,Net Banking,No,601.77
T00381,11/11/2024,C0092,P0032,Clothing,S004,South,8,200.59,UPI,No,1604.72
T00382,11/8/2024,C0170,P0017,Grocery,S003,East,2,200.59,Cash,Yes,401.18
T00383,2/5/2024,C0061,P0050,Clothing,S003,South,1,200.59,Net Banking,No,200.59
T00384,6/21/2024,C0022,P0017,Grocery,S009,South,9,200.59,Credit Card,Yes,1805.31
T00385,1/20/2024,C0149,P0014,Grocery,S006,East,3,200.59,Credit Card,No,601.77
T00386,11/16/2024,C0070,P0009,Home,S009,North,1,200.59,Cash,No,200.59
T00387,9/20/2024,C0001,P0040,Home,S005,North,7,200.59,UPI,No,1404.13
T00388,5/21/2024,C0133,P0002,Grocery,S002,West,5,200.59,Cash,No,1002.95
T00389,5/22/2024,C0012,P0045,Grocery,S008,North,5,200.59,Net Banking,No,1002.95
T00390,4/1/2024,C0090,P0025,Clothing,S005,West,1,200.59,Cash,No,200.59
T00391,12/19/2024,C0046,P0039,Clothing,S002,North,9,200.59,Credit Card,Yes,1805.31
T00392,11/17/2024,C0034,P0009,Home,S004,North,7,200.59,Net Banking,No,1404.13
T00393,10/14/2024,C0177,P0022,Electronics,S009,South,8,200.59,Credit Card,No,1604.72
T00394,8/2/2024,C0078,P0043,Grocery,S004,West,9,200.59,UPI,No,1805.31
T00395,12/7/2024,C0045,P0046,Clothing,S004,North,6,200.59,Credit Card,No,1203.54
T00396,2/20/2024,C0155,P0004,Home,S002,West,5,200.59,Credit Card,No,1002.95
T00397,6/1/2024,C0073,P0026,Clothing,S006,South,6,200.59,Cash,Yes,1203.54
T00398,7/4/2024,C0026,P0029,Grocery,S002,South,2,200.59,Credit Card,No,401.18
T00399,3/3/2024,C0047,P0045,Grocery,S007,West,4,200.59,Net Banking,No,802.36
T00400,7/8/2024,C0121,P0034,Toys,S003,South,3,200.59,Net Banking,No,601.77
T00401,5/4/2024,C0056,P0023,Electronics,S003,East,7,200.59,UPI,Yes,1404.13
T00402,5/29/2024,C0094,P0037,Toys,S005,East,9,200.59,Net Banking,No,1805.31
T00403,11/9/2024,C0107,P0011,Home,S003,South,5,200.59,Cash,No,1002.95
T00404,2/27/2024,C0063,P0006,Clothing,S002,East,6,200.59,UPI,No,1203.54
T00405,12/7/2024,C0048,P0018,Home,S010,North,2,200.59,Net Banking,No,401.18
T00406,10/31/2024,C0061,P0021,Grocery,S009,West,3,200.59,Cash,Yes,601.77
T00407,6/28/2024,C0081,P0042,Toys,S002,North,3,200.59,Net Banking,No,601.77
T00408,6/18/2024,C0026,P0036,Toys,S002,West,9,200.59,Net Banking,No,1805.31
T00409,11/21/2024,C0036,P0041,Toys,S008,South,7,200.59,Credit Card,No,1404.13
T00410,9/27/2024,C0001,P0038,Home,S009,North,8,200.59,Net Banking,No,1604.72
T00411,2/23/2024,C0008,P0034,Grocery,S007,South,9,200.59,Net Banking,Yes,1805.31
T00412,4/10/2024,C0113,P0017,Clothing,S003,South,6,200.59,Cash,No,1203.54
T00413,9/20/2024,C0099,P0037,Clothing,S009,West,4,200.59,Cash,No,802.36
T00414,2/22/2024,C0180,P0025,Home,S003,West,1,200.59,Credit Card,No,200.59
T00415,2/29/2024,C0047,P0038,Toys,S005,West,8,200.59,Net Banking,No,1604.72
T00416,4/17/2024,C0127,P0012,Electronics,S009,North,7,200.59,Credit Card,No,1404.13
T00417,1/5/2024,C0056,P0023,Home,S003,East,2,200.59,Net Banking,No,401.18
T00418,4/12/2024,C0014,P0042,Home,S007,West,8,200.59,UPI,No,1604.72
T00419,7/14/2024,C0028,P0022,Grocery,S001,West,5,200.59,UPI,No,1002.95
T00420,9/18/2024,C0078,P0021,Clothing,S004,North,7,200.59,Credit Card,No,1404.13
T00421,12/30/2024,C0130,P0027,Home,S004,West,4,200.59,Credit Card,No,802.36
T00422,12/15/2024,C0109,P0031,Home,S007,North,5,200.59,Credit Card,No,1002.95
T00423,2/16/2024,C0154,P0006,Toys,S008,South,8,200.59,Cash,Yes,1604.72
T00424,12/20/2024,C0014,P0027,Toys,S001,West,1,200.59,Cash,No,200.59
T00425,11/6/2024,C0187,P0040,Electronics,S005,West,1,200.59,Cash,No,200.59
T00426,11/3/2024,C0056,P0034,Grocery,S007,South,4,200.59,Credit Card,No,802.36
T00427,5/23/2024,C0115,P0012,Electronics,S004,South,3,200.59,Net Banking,No,601.77
T00428,9/25/2024,C0007,P0045,Toys,S004,South,2,200.59,UPI,No,401.18
T00429,5/3/2024,C0003,P0007,Clothing,S004,West,3,200.59,Credit Card,No,601.77
T00430,4/15/2024,C0111,P0010,Toys,S006,East,1,200.59,Cash,No,200.59
T00431,6/6/2024,C0151,P0045,Grocery,S007,East,1,200.59,Cash,No,200.59
T00432,5/26/2024,C0107,P0017,Toys,S002,East,6,200.59,Credit Card,No,1203.54
T00433,5/24/2024,C0018,P0026,Grocery,S005,West,5,200.59,Credit Card,No,1002.95
T00434,4/29/2024,C0038,P0021,Grocery,S004,South,8,200.59,Cash,No,1604.72
T00435,11/14/2024,C0115,P0028,Grocery,S003,West,2,200.59,Net Banking,No,401.18
T00436,10/1/2024,C0015,P0046,Grocery,S007,South,4,200.59,Cash,No,802.36
T00437,4/1/2024,C0192,P0002,Grocery,S006,West,8,200.59,Cash,No,1604.72
T00438,2/27/2024,C0119,P0043,Clothing,S007,West,6,200.59,Credit Card,No,1203.54
T00439,12/11/2024,C0028,P0001,Electronics,S005,South,1,200.59,Net Banking,No,200.59
T00440,8/16/2024,C0039,P0036,Home,S006,East,4,200.59,Cash,No,802.36
T00441,4/26/2024,C0185,P0026,Electronics,S005,South,1,200.59,Cash,Yes,200.59
T00442,11/13/2024,C0017,P0029,Grocery,S007,North,2,200.59,UPI,No,401.18
T00443,10/5/2024,C0086,P0021,Clothing,S002,North,5,200.59,Credit Card,No,1002.95
T00444,5/6/2024,C0126,P0011,Toys,S005,South,8,200.59,UPI,No,1604.72
T00445,5/8/2024,C0044,P0040,Clothing,S006,West,8,200.59,UPI,Yes,1604.72
T00446,2/27/2024,C0025,P0011,Grocery,S006,North,3,200.59,Cash,No,601.77
T00447,5/1/2024,C0145,P0036,Clothing,S005,North,4,200.59,Credit Card,No,802.36
T00448,1/1/2024,C0013,P0049,Clothing,S010,West,6,200.59,Net Banking,Yes,1203.54
T00449,8/26/2024,C0025,P0039,Grocery,S007,West,3,200.59,Cash,No,601.77
T00450,10/16/2024,C0068,P0040,Clothing,S010,East,2,200.59,Net Banking,No,401.18
T00451,4/5/2024,C0138,P0035,Home,S008,West,6,200.59,Net Banking,No,1203.54
T00452,5/5/2024,C0067,P0034,Home,S007,South,5,200.59,Credit Card,No,1002.95
T00453,4/27/2024,C0109,P0047,Clothing,S005,South,5,200.59,UPI,No,1002.95
T00454,2/17/2024,C0146,P0024,Toys,S001,East,5,200.59,Credit Card,No,1002.95
T00455,3/29/2024,C0111,P0022,Grocery,S005,North,5,200.59,Net Banking,No,1002.95
T00456,8/24/2024,C0111,P0005,Home,S010,North,3,200.59,Cash,No,601.77
T00457,9/28/2024,C0034,P0033,Toys,S002,West,7,200.59,Net Banking,No,1404.13
T00458,7/7/2024,C0111,P0036,Clothing,S005,South,6,200.59,Cash,Yes,1203.54
T00459,7/10/2024,C0008,P0047,Toys,S005,North,4,200.59,Cash,No,802.36
T00460,3/9/2024,C0168,P0020,Electronics,S002,East,2,200.59,Credit Card,No,401.18
T00461,10/4/2024,C0113,P0019,Home,S005,East,9,200.59,Net Banking,No,1805.31
T00462,12/14/2024,C0083,P0035,Clothing,S004,South,1,200.59,UPI,No,200.59
T00463,9/3/2024,C0042,P0043,Grocery,S001,East,4,200.59,Net Banking,No,802.36
T00464,3/16/2024,C0169,P0017,Clothing,S003,East,1,200.59,Net Banking,No,200.59
T00465,6/2/2024,C0101,P0045,Grocery,S001,South,6,200.59,UPI,No,1203.54
T00466,5/23/2024,C0006,P0043,Clothing,S005,West,4,200.59,Credit Card,No,802.36
T00467,3/26/2024,C0180,P0034,Toys,S004,West,5,200.59,Net Banking,No,1002.95
T00468,7/3/2024,C0026,P0009,Toys,S007,East,5,200.59,Net Banking,No,1002.95
T00469,10/11/2024,C0064,P0026,Toys,S005,West,9,200.59,Cash,No,1805.31
T00470,8/7/2024,C0187,P0002,Electronics,S010,West,1,200.59,Net Banking,No,200.59
T00471,3/9/2024,C0184,P0009,Grocery,S004,East,2,200.59,UPI,No,401.18
T00472,2/16/2024,C0059,P0009,Toys,S002,West,6,200.59,Cash,No,1203.54
T00473,4/3/2024,C0109,P0040,Electronics,S004,East,5,200.59,Credit Card,No,1002.95
T00474,8/25/2024,C0198,P0017,Grocery,S002,North,7,200.59,Cash,No,1404.13
T00475,7/22/2024,C0121,P0001,Clothing,S008,South,3,200.59,UPI,No,601.77
T00476,8/5/2024,C0033,P0025,Electronics,S003,South,3,200.59,UPI,No,601.77
T00477,12/6/2024,C0181,P0043,Home,S009,West,2,200.59,Cash,No,401.18
T00478,2/8/2024,C0150,P0040,Electronics,S004,West,3,200.59,Credit Card,No,601.77
T00479,4/9/2024,C0021,P0042,Electronics,S006,West,1,200.59,Cash,No,200.59
T00480,10/15/2024,C0198,P0025,Grocery,S010,South,5,200.59,Credit Card,No,1002.95
T00481,9/10/2024,C0070,P0039,Clothing,S005,North,5,200.59,Cash,No,1002.95
T00482,8/9/2024,C0112,P0035,Home,S010,North,7,200.59,UPI,No,1404.13
T00483,12/22/2024,C0004,P0003,Toys,S001,South,4,200.59,Net Banking,No,802.36
T00484,1/23/2024,C0094,P0050,Toys,S009,North,3,200.59,Net Banking,No,601.77
T00485,9/6/2024,C0075,P0037,Electronics,S001,South,1,200.59,Credit Card,No,200.59
T00486,1/10/2024,C0190,P0044,Grocery,S008,North,8,200.59,Credit Card,No,1604.72
T00487,9/2/2024,C0062,P0044,Grocery,S009,East,3,200.59,Credit Card,No,601.77
T00488,11/20/2024,C0094,P0030,Toys,S009,East,2,200.59,UPI,No,401.18
T00489,4/9/2024,C0095,P0038,Home,S001,South,4,200.59,Cash,No,802.36
T00490,10/16/2024,C0152,P0034,Clothing,S002,North,3,200.59,UPI,No,601.77
T00491,6/28/2024,C0055,P0012,Home,S001,West,1,200.59,Net Banking,No,200.59
T00492,8/10/2024,C0137,P0019,Clothing,S010,North,3,200.59,Credit Card,No,601.77
T00493,9/6/2024,C0131,P0037,Toys,S002,East,2,200.59,Cash,No,401.18
T00494,5/26/2024,C0031,P0044,Clothing,S010,East,8,200.59,Net Banking,No,1604.72
T00495,4/5/2024,C0040,P0049,Grocery,S008,North,6,200.59,Net Banking,No,1203.54
T00496,9/13/2024,C0036,P0017,Electronics,S005,North,9,200.59,Net Banking,No,1805.31
T00497,11/20/2024,C0152,P0010,Electronics,S007,West,8,200.59,UPI,No,1604.72
T00498,1/4/2024,C0006,P0049,Toys,S002,West,3,200.59,Credit Card,No,601.77
T00499,1/16/2024,C0066,P0047,Grocery,S008,North,5,200.59,Net Banking,No,1002.95
T00500,10/6/2024,C0075,P0012,Home,S006,North,7,200.59,Credit Card,No,1404.13
